51306552901,bea,2,340
51306559044,dac,281,107
51306562582,aeg,167,109
51306569534,eba,34,233
51306579305,aad,209,243
51306583192,aec,172,9
51306599794,bca,50,36
51306607935,dbg,190,122
51306642079,acf,250,30
51306675367,bfa,274,191
51306678806,gcb,155,189
51306717865,ebd,182,8
51306728501,cdf,13,255
51306735136,ecd,173,276
51306735301,gcc,152,270
51306762865,gdb,265,44
51306770745,aeg,224,129
51306771112,dbd,45,288
51306776995,gdd,220,146
51306779702,ddd,78,266
51306801431,ffb,64,64
51306802969,bfd,147,66
51306812370,def,161,194
51306815838,bef,264,32
51306839089,dga,299,97
51306845851,aae,245,119
51306860543,cgd,103,289
51306878854,edg,73,234
51306881857,daa,250,52
51306900248,dbc,159,57
51306903933,beb,60,157
51306915607,gda,283,276
51306916022,gef,213,251
51306952340,cdf,75,255
51306970447,eee,187,129
51306975242,dcg,263,260
51306983534,aea,244,174
51306988892,gfe,212,131
51307004389,gbd,188,222
51307019382,cee,170,120
51307044643,fgg,216,135
51307047970,ecc,123,236
51307081968,add,214,165
51307085447,cbf,66,203
51307089183,gdf,244,29
51307097388,bff,224,39
51307108654,dfc,105,108
51307110170,gdg,76,300
51307120889,aef,47,6
51307140299,ffe,16,286
51307145066,dge,216,282
51307145601,cbf,164,223
51307148295,eag,252,45
51307201119,agf,158,81
51307217760,fec,22,144
51307230996,gfc,104,151
51307233472,gdg,253,297
51307244574,gec,151,21
51307269521,cae,111,106
51307276426,baf,284,5
51307282275,cda,13,87
51307283884,bgg,10,96
51307323791,agb,179,50
51307356290,afb,74,299
51307371697,afd,95,220
51307389304,cae,5,93
51307407753,bgd,83,53
51307414104,faa,3,17
51307417466,geb,213,123
51307430072,aab,71,95
51307434176,dda,278,217
51307445812,ccc,212,62
51307455088,aaa,173,30
51307463947,ead,13,122
51307469135,dge,97,313
51307488821,ddg,291,161
51307491641,acg,141,233
51307502723,gge,162,98
51307506059,ddc,156,192
51307511514,gaa,134,14
51307519220,dbb,274,263
51307553136,bee,256,87
51307556212,fac,100,151
51307573598,cfc,295,288
51307576888,dgc,171,164
51307580493,abg,159,157
51307589420,eeb,275,104
51307600215,gfc,91,173
51307601329,cbe,1,41
51307601763,abe,60,63
51307602343,feb,175,260
51307609925,fgf,199,28
51307643788,cca,53,187
51307693338,bdc,167,196
51307742549,cad,166,261
51307753952,bge,31,132
51307758084,bef,290,30
51307761428,cgf,172,57
51307763637,bde,143,260
51307770907,ddb,77,48
51307794419,bec,70,152
51307810378,efe,23,73
51307830668,feg,32,219
51307838747,ged,62,31
51307868752,gag,150,99
51307874098,bfg,179,220
51307875158,eef,282,221
51307883516,efa,179,157
51307887246,bge,276,112
51307891845,aca,25,42
51307902173,ebf,87,262
51307940546,ffc,237,22
51307956104,bdf,7,58
51308023685,dbf,295,158
51308029129,gaf,245,247
51308034370,fgc,228,45
51308063624,fde,16,172
51308066675,bdb,62,83
51308074510,fcf,257,38
51308076384,gga,143,83
51308104792,eea,28,299
51308108483,bfb,7,83
51308121077,aca,147,46
51308140791,aca,45,39
51308142064,cce,124,73
51308160879,efe,272,67
51308191204,cdc,146,39
51308213074,eff,35,129
51308215634,fge,31,290
51308227549,gee,38,235
51308252162,bae,144,91
51308254341,egg,163,275
51308309533,dee,157,264
51308309851,dbd,224,313
51308317183,bcd,258,134
51308335748,ddf,29,127
51308392900,dfa,10,64
51308426245,aaf,18,57
51308433348,aef,186,6
51308441049,egc,172,50
51308448667,fcd,185,91
51308458729,gcd,95,79
51308477067,geg,244,86
51308489412,efe,76,57
51308502388,gcg,132,73
51308543162,afg,219,298
51308569666,dce,242,38
51308583840,cbg,173,92
51308594000,fgb,29,118
51308602217,bdg,109,189
51308608073,gbf,222,127
51308620934,abe,209,57
51308630739,bbg,147,182
51308633919,aed,57,145
51308649287,eec,248,170
51308662282,fba,65,154
51308668831,fbg,197,87
51308673735,bba,55,178
51308679905,fga,128,298
51308683105,dgc,126,159
51308693870,abb,64,86
51308700978,dgb,78,237
51308707569,agb,216,59
51308719640,eee,129,105
51308760082,bbb,68,280
51308763143,beg,263,165
51308773715,bdb,222,76
51308811745,aad,86,204
51308817049,ggf,17,81
51308829100,aba,91,155
51308840581,bdc,21,231
51308842454,dga,248,94
51308865791,fcg,211,52
51308870281,cdb,66,290
51308878986,bcb,25,237
51308883765,bbb,283,316
51308908575,fbd,38,131
51308973801,gcf,108,38
51308974823,gba,66,94
51308974969,gfa,218,251
51308985553,gcc,180,315
51309007728,cde,137,240
51309028656,bad,108,241
51309040073,cac,202,110
51309062274,gad,74,220
51309064302,agd,57,224
51309064324,bcf,210,68
51309066832,bda,12,100
51309083133,efc,47,44
51309087379,fff,265,168
51309100507,eeg,253,24
51309108670,dcd,206,100
51309186422,ffa,147,284
51309205597,ecb,107,235
51309218700,cec,58,137
51309235679,cab,176,122
51309242508,cfe,237,63
51309245651,beb,47,141
51309260346,egf,252,159
51309279625,cag,124,245
51309299886,fbf,23,174
51309304497,fcc,134,158
51309311677,bcf,21,74
51309328708,efd,82,79
51309338987,cec,83,142
51309339001,gga,183,72
51309339503,efg,86,86
51309342547,caf,43,49
51309343613,cba,298,58
51309346732,cef,106,171
51309366556,aee,240,10
51309370694,ddc,175,165
51309383080,gbb,108,144
51309386816,baa,230,178
51309392425,gec,247,19
51309401683,bed,124,249
51309412813,egg,73,222
51309419199,edc,124,205
51309419714,edf,114,10
51309420661,adb,132,235
51309424182,ffg,124,186
51309427371,ege,145,11
51309433816,bbc,131,231
51309439467,ggg,133,227
51309451999,cdg,30,216
51309456101,gdc,109,158
51309482480,gbe,283,171
51309495944,caf,201,46
51309501978,ege,143,11
51309520752,ada,13,94
51309524601,bgg,291,86
51309525527,fcb,12,277
51309534173,fef,171,194
51309544306,cff,75,214
51309547081,fca,157,295
51309551876,fee,212,139
51309559152,gae,292,80
51309572842,cgb,118,146
51309588922,dge,127,359
51309617662,aeb,101,203
51309623025,bdf,288,60
51309626914,eee,276,96
51309637602,fdf,290,167
51309653730,aaa,252,31
51309708264,ecb,47,279
51309731370,acc,259,94
51309743128,gfg,139,219
51309744997,bfe,122,192
51309745468,gfb,192,113
51309755032,dda,75,230
51309758374,bcb,31,189
51309765613,eed,276,227
51309769949,adg,182,212
51309776857,eeb,117,104
51309783456,eda,171,24
51309815911,ceg,16,115
51309816714,agf,228,76
51309819171,eee,233,94
51309821830,abd,9,218
51309857955,cge,14,95
51309867711,efe,35,61
51309886520,bed,53,199
51309908683,dgf,70,14
51309932007,ede,260,90
51309957707,eab,260,152
51309965315,agc,153,226
51309975266,cde,284,280
51309982497,gae,29,84
51309982762,bee,171,80
51309988710,eaa,265,224
51309996624,cfb,139,47
51310013525,daf,119,18
51310020134,ecg,21,31
51310023666,ebb,252,63
51310029292,dad,253,203
51310031582,caf,139,40
51310068108,fcg,146,53
51310075047,ace,182,246
51310077421,eea,35,307
51310097066,dbe,97,202
51310108960,bba,64,179
51310118284,aga,1,106
51310123409,dee,34,213
51310164191,fbg,3,83
51310196612,gde,37,101
51310224686,eae,157,225
51310237254,dgd,64,147
51310249346,fcc,296,183
51310305652,gea,20,124
51310342635,cdf,160,237
51310358082,dac,175,113
51310361122,dbf,69,178
51310394821,eeg,17,27
51310401364,ddb,37,49
51310425676,agd,247,237
51310429273,dga,88,81
51310458567,eag,56,49
51310467863,eac,225,179
51310470095,cde,194,246
51310473031,egd,20,99
51310476370,dae,294,270
51310484573,bbc,110,194
51310491399,deb,236,112
51310517141,ebg,97,9
51310520793,dbb,47,284
51310569955,cgg,9,98
51310584272,bff,3,35
51310593543,aaa,122,34
51310598082,ebe,295,53
51310601490,bgd,9,44
51310614800,ggd,225,66
51310615583,ecb,102,248
51310623537,gab,136,164
51310623745,gce,45,258
51310667264,fab,293,61
51310667406,efa,149,175
51310690969,ade,41,215
51310691485,gfb,110,116
51310693852,bgc,62,241
51310702291,edd,241,121
51310704601,bga,39,72
51310707240,bdc,247,217
51310726911,bbf,166,132
51310731291,ffa,27,252
51310761973,aac,143,23
51310802444,cfd,251,153
51310806206,gff,48,164
51310824532,daa,14,46
51310828704,abf,265,198
51310863887,fdg,158,111
51310882443,dea,61,217
51310885790,gbg,28,145
51310921197,dec,220,82
51310935768,bbf,135,151
51310949695,cdd,271,120
51310962534,adc,2,213
51310988369,ege,242,10
51311003305,faf,23,82
51311070723,gag,163,107
51311075898,dfd,50,171
51311124934,gcg,37,83
51311127136,egg,209,210
51311135007,bac,27,102
51311141914,fcb,26,221
51311161875,afc,107,228
51311198069,dcf,84,226
51311199185,eca,52,247
51311210421,gca,164,260
51311213428,aec,103,8
51311234790,ggd,144,68
51311251224,bba,197,162
51311262027,egg,147,247
51311264360,gbf,54,115
51311268886,edb,270,287
51311283040,gcf,25,44
51311283604,ffd,278,158
51311287220,gda,7,264
51311361815,egd,222,90
51311368012,bdg,249,200
51311369378,dea,160,184
51311392313,dgc,162,155
51311403372,dfb,67,69
51311409463,afa,184,227
51311434979,ddc,191,171
51311447337,ccf,78,145
51311478220,fdg,220,97
51311486706,afg,245,262
51311495885,efe,248,70
51311501436,egb,77,244
51311526625,ebc,247,264
51311532078,bbb,212,259
51311552669,afe,19,135
51311618162,eff,83,135
51311620287,gfg,152,232
51311625547,caa,14,75
51311643985,bef,126,33
51311644265,dfe,157,8
51311685453,fae,257,70
51311694192,gag,17,103
51311706882,bfg,151,184
51311708720,efb,151,27
51311719228,ccd,209,236
51311726511,eef,15,249
51311730179,fbe,226,93
51311740362,bae,138,72
51311776872,dea,33,189
51311800743,eeb,38,97
51311819383,fac,49,155
51311825629,bac,185,87
51311875839,fea,235,240
51311914006,gba,169,109
51311948263,bgf,26,266
51311953078,eca,47,281
51311964310,dga,179,66
51311970042,fbb,121,211
51311973241,cba,212,69
51311980519,gbc,294,55
51312010793,acb,232,25
51312044208,baf,285,5
51312060391,gdg,211,314
51312126539,dfa,218,57
51312147692,beb,237,121
51312147875,abb,160,82
51312148638,dbg,162,135
51312162096,gde,25,103
51312165443,dag,74,164
51312199341,edf,299,10
51312204187,fgd,171,88
51312207188,dca,94,76
51312233575,gbf,150,112
51312239973,gae,288,74
51312240071,adb,279,220
51312247721,gaa,67,15
51312247762,fdb,258,250
51312247948,cgg,161,96
51312268541,gbb,207,152
51312277867,ace,71,211
51312292045,bge,234,120
51312295105,cea,123,145
51312309822,fbd,48,111
51312323168,bgb,259,10
51312325080,fdd,63,193
51312331476,bdb,93,71
51312368223,cba,226,79
51312380955,fde,46,172
51312387272,ceb,210,196
51312392097,aff,31,202
51312405129,gca,291,208
51312405530,cfa,110,101
51312410311,geb,149,100
51312411091,bab,265,156
51312416632,cde,97,290
51312427928,dba,28,122
51312446455,feg,206,254
51312460105,bec,84,147
51312469610,ffe,129,303
51312501007,ecd,257,284
51312516264,ddb,110,48
51312521852,cga,117,108
51312526297,ffg,237,210
51312548079,dbb,296,323
51312551718,fgg,257,133
51312591789,bee,90,67
51312608372,deg,212,93
51312623413,cfg,153,143
51312632468,gdd,230,151
51312645714,bgb,36,10
51312649789,ebf,209,214
51312651711,eba,8,258
51312678153,gfe,8,137
51312706786,cbd,100,239
51312721758,fbd,70,98
51312729992,dag,49,152
51312780641,cfc,249,262
51312783281,ffa,164,264
51312794753,fdc,288,288
51312804404,ced,222,161
51312808088,bee,52,74
51312808979,bbf,35,172
51312817051,gef,258,261
51312824574,fcd,216,101
51312827172,egb,149,202
51312835121,dgc,171,167
51312840275,fda,16,98
51312840880,efe,249,64
51312842644,bcc,139,171
51312843382,ddd,5,250
51312865819,dge,185,394
51312874980,deb,76,124
51312879616,aga,29,113
51312926642,ceb,56,227
51312932176,caf,190,40
51312950413,dcc,3,116
51312961494,dff,282,81
51312979784,daf,133,17
51313008912,fbc,32,222
51313010481,cbd,120,234
51313063111,cgd,134,268
51313082557,ccb,283,180
51313093551,dcb,246,169
51313100649,cab,144,125
51313108443,ege,184,8
51313113789,ccc,206,70
51313135923,gdg,207,298
51313168646,fbf,284,163
51313178954,bbg,218,165
51313229487,cda,59,93
51313232310,bdf,19,68
51313253690,fad,257,195
51313253727,cde,58,278
51313268194,ead,275,130
51313276433,agf,9,86
51313277344,gfd,220,66
51313286050,gbb,3,136
51313301136,fde,64,177
51313303055,bbd,296,241
51313337159,acd,276,220
51313340208,dfd,295,141
51313346485,cbb,161,309
51313367940,bba,107,186
51313370109,ddc,189,153
51313403802,bfc,84,32
51313403863,edg,233,191
51313412958,fca,201,345
51313432404,gcc,225,371
51313447924,abg,59,171
51313449241,gbd,147,264
51313460431,ggg,94,245
51313491059,bbe,246,33
51313502787,dae,239,270
51313522703,aag,85,267
51313561149,baa,285,206
51313567845,dgf,131,13
51313573221,fbf,11,182
51313585669,aca,137,39
51313642456,fcd,29,96
51313650327,ded,171,299
51313665546,dca,216,79
51313669255,fag,272,70
51313692458,gff,246,139
51313709262,aga,84,124
51313745315,ggb,10,190
51313759837,eab,90,176
51313769474,dbb,72,352
51313780319,def,6,205
51313787559,ece,253,219
51313790948,egc,254,56
51313792595,feb,239,247
51313813601,cef,225,193
51313832843,dab,108,172
51313838991,ccg,298,230
51313841642,ged,138,28
51313852694,gac,84,109
51313871401,adf,22,182
51313881330,eae,224,193
51313912860,cbf,255,234
51313929557,aeg,43,143
51313936656,cae,109,92
51313939076,ggc,151,51
51313941063,ace,77,175
51313961644,gba,218,91
51313966133,cge,260,93
51314021649,acg,211,219
51314023501,cbc,212,102
51314064252,bca,18,34
51314067706,gce,82,278
51314069024,bdd,89,154
51314084577,eba,163,288
51314097650,cab,248,121
51314112768,gbc,38,49
51314118584,aec,135,9
51314140279,fed,3,269
51314144885,dfb,227,72
51314172834,ecf,144,178
51314282972,fef,258,162
51314313585,bfg,163,147
51314316068,abc,13,121
51314317148,eaf,231,140
51314328478,gdb,107,38
51314360927,dde,67,42
51314366971,fga,176,342
51314405591,ffe,292,339
51314428069,cbb,200,284
51314444827,dda,77,257
51314448640,adf,299,158
51314488637,bag,75,167
51314498098,fgb,77,119
51314510717,ace,178,194
51314537626,ffe,196,311
51314538484,acd,203,242
51314594924,ddg,84,170
51314636512,gbf,290,114
51314664310,faa,3,14
51314673963,cag,139,276
51314679864,bff,266,31
51314689272,eac,141,179
51314714490,dfc,185,106
51314737424,cea,294,140
51314755061,bde,280,234
51314761733,gfc,137,192
51314765365,eec,164,200
51314778259,gff,212,125
51314791002,gbe,296,147
51314803925,aca,148,42
51314813472,beg,74,179
51314843012,bef,250,28
51314875749,acf,293,31
51314905565,gda,102,290
51315009338,bgc,271,257
51315059427,dce,211,39
51315064475,daf,161,13
51315069073,bda,297,108
51315075190,agc,169,268
51315116174,dbc,140,63
51315131871,fce,198,209
51315135069,add,8,188
51315147360,ecc,30,271
51315166145,ccg,279,193
51315167587,agg,74,125
51315175803,fde,217,185
51315199550,dga,110,77
51315215501,dea,59,168
51315229104,cde,202,300
51315235349,edc,77,166
51315241057,dcd,213,96
51315242526,fgf,287,30
51315248341,efe,128,58
51315260457,ccg,204,189
51315267124,bcd,294,150
51315271869,ebd,177,6
51315286722,aaf,261,62
51315299992,fbf,276,216
51315300005,age,142,95
51315308556,eec,188,216
51315326795,dgg,61,209
51315329824,fde,285,164
51315352364,fdg,194,84
51315362859,ccg,212,189
51315363865,aga,56,141
51315408005,fee,186,152
51315411421,adc,150,219
51315413045,eeg,241,29
51315434553,bbb,261,282
51315434739,bed,280,167
51315454304,bfc,56,35
51315473276,dbd,199,272
51315473519,efa,191,208
51315483911,fdf,126,175
51315488004,bba,151,210
51315492295,abf,172,215
51315498497,cgc,245,120
51315556486,bad,197,279
51315561823,bee,10,78
51315577620,bcd,70,124
51315581041,afb,148,266
51315611295,bef,236,23
51315626632,faf,73,87
51315630813,aee,122,11
51315638966,bea,38,346
51315645104,fgb,250,140
51315648461,bfd,4,54
51315648538,gbe,239,149
51315664437,ggd,142,70
51315668328,egg,124,254
51315689866,ddf,30,146
51315707055,acd,202,258
51315732669,bfb,85,80
51315735021,bcb,255,213
51315738561,bdf,216,74
51315757779,fdf,187,173
51315761349,cbe,92,35
51315783311,aab,126,106
51315786136,gef,133,232
51315791443,ccg,232,219
51315797019,bgd,103,43
51315805328,bcd,284,143
51315810770,cdb,109,310
51315829641,ffc,163,22
51315851809,eab,44,154
51315853500,ddc,197,140
51315882562,aab,95,125
51315898698,fed,27,303
51315908858,fcf,187,43
51315911772,afd,34,176
51315913468,ada,2,76
51315915497,bac,127,75
51315935382,agd,88,229
51315940904,cba,249,80
51315943656,gfa,108,251
51315972231,aea,136,205
51316003879,bce,97,292
51316015867,agb,62,67
51316035669,ega,40,46
51316039244,bcg,4,40
51316043423,ffa,89,227
51316063329,bed,92,135
51316069756,dfg,182,114
51316076008,gfg,129,250
51316082600,cgf,107,58
51316084011,cfb,298,40
51316094293,acf,144,29
51316097677,geg,53,74
51316112954,fcb,189,234
51316145375,fba,269,137
51316154298,cca,179,170
51316160687,fgc,259,49
51316163783,dcg,86,270
51316203885,gcb,43,207
51316206867,bfa,238,194
51316209431,gdf,296,26
51316214905,aae,260,102
51316223501,cca,187,185
51316241214,bgb,80,9
51316247748,bge,122,122
51316263066,gff,5,123
51316296694,fec,57,120
51316315351,aeb,79,182
51316330627,ecb,290,238
51316334385,ffb,127,65
51316336156,cce,2,64
51316389856,fff,81,198
51316407058,def,25,200
51316436626,egg,19,281
51316450299,def,179,214
51316453524,dbe,297,236
51316466080,dfb,54,80
51316471746,cad,22,237
51316473840,gga,28,84
51316475761,fgc,56,39
51316492806,gba,246,75
51316497766,gfa,278,223
51316510098,efc,123,43
51316517976,abd,89,215
51316550101,deb,239,145
51316553607,eab,157,133
51316628656,cac,45,125
51316628836,gdc,286,158
51316630091,cfe,76,57
51316666523,cee,249,110
51316666798,bbf,46,177
51316668702,dfd,88,114
51316672654,efd,124,73
51316681935,eab,119,147
51316692388,fac,84,173
51316697157,eda,264,19
51316705238,bec,154,129
51316716722,dbb,248,390
51316728841,gge,130,92
51316752178,gbf,71,107
51316770077,bge,136,145
51316778490,eaa,97,253
51316795050,dbd,43,299
51316802379,cgg,28,83
51316820626,bbb,179,284
51316825194,gfa,60,236
51316831190,aef,290,5
51316851777,egf,79,168
51316854943,dca,235,66
51316864865,aba,228,130
51316871008,gaa,241,15
51316898020,dgd,171,144
51316902486,bbe,24,27
51316912077,dga,34,69
51316913721,aac,170,23
51316931325,fbg,283,68
51316939313,ebe,278,59
51316948403,fed,225,327
51316974009,ffc,270,18
51316985014,fbb,67,223
51316999238,ead,190,110
51317010270,bed,73,144
51317018283,gab,100,190
51317025006,aad,72,230
51317052237,deb,241,149
51317057245,gfg,71,212
51317103969,gbe,235,171
51317109274,bgg,88,100
51317111704,bfd,281,55
51317128242,edc,60,144
51317165681,gfc,147,157
51317190440,feg,259,299
51317197823,bgf,171,271
51317221789,eba,100,244
51317231161,fff,16,205
51317271014,fdd,84,200
51317279421,dbe,56,226
51317330546,ggd,83,58
51317357069,cdc,277,35
51317371875,dfg,80,109
51317398634,gfc,138,160
51317398766,eee,177,94
51317405243,gee,213,225
51317405630,fcg,149,50
51317415142,afb,80,255
51317425796,bge,53,118
51317478775,feb,97,234
51317481320,cfg,47,127
51317483951,gbd,56,216
51317546446,agc,180,313
51317587000,aeg,173,117
51317598246,gbb,144,131
51317599852,dad,179,200
51317601675,efe,272,56
51317626877,gaf,139,251
51317639623,gde,144,97
51317639636,cff,269,241
51317639723,ffe,124,351
51317649632,gbb,115,149
51317653671,dfg,230,89
51317659928,acc,82,101
51317663816,cda,29,103
51317683903,fac,200,185
51317687112,gab,50,153
51317770529,fge,224,298
51317773897,gae,53,85
51317798417,fad,124,181
51317802973,gec,285,18
51317824614,fef,159,176
51317827525,dcf,208,189
51317852039,dae,201,218
51317865137,aed,207,155
51317866679,ede,82,81
51317875540,bgg,8,111
51317904156,cdf,36,225
51317923179,fgd,44,82
51317926577,gea,2,145
51317950005,ega,293,40
51317975761,dfd,102,124
51317980723,edd,85,114
51317992361,abf,136,223
